"Note: All EXTERNAL requests for Tactical Options Reporting (TOR) data (including OIA requests) MUST, upon receipt, be directed to the Manager: Capability, Response and Operations, for reply. All INTERNAL requests for TOR data MUST, upon receipt, be directed to the Manager: Capability, Response and Operations, to determine if District, or Response and Operations, should reply. TOR data MUST NOT be EXTERNALLY released without the permission of the National Manager: Response and Operations.
160817/03351,Completed,8,2016,22:28,Central,Nil,Yes,20,Male,Maori,No Weapon,"OC Spray
",0,,,,,0,,,,,,,,,,,,,,,,1,Active Resistant,3,"LEye, REye",Residence,Outdoors,"Good visibility
Wet ground
Calm",Immediate and sufficient,,,,,,,,,,,,,,,0,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,0,,,,,,,,,1h - drunk home,0,,,,,,,,,,,,,,,,,,,,,No,No,Yes,Yes,Yes,No
160817/03352,Completed,8,2016,8:29,Waikato,Nil,Yes,31,Male,Maori,No Weapon,"Communication
Empty Hand
Handcuffs-Restraints
",1,Active Resistant,"Outdoor public area
Street/Highway/Motorway","Outdoors
Spacious area",Nil,1,Assaultive,without pain compliance,"Outdoor public area
Street/Highway/Motorway",Spacious area,Immediate and sufficient,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,1,Assaultive,"Outdoor public area
Street/Highway/Motorway","Outdoors
Spacious area",Immediate and sufficient,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,0,,,,,,,,,1m ? mental incident,0,,,,,,,,,,,,,,,,,,,,,No,No,Yes,Yes,Yes,No
160817/03353,Completed,8,2016,2:20,Northland,Nil,Yes,21,Male,Maori,No Weapon,"Communication
Empty Hand
Communication
Empty Hand
",2,Active Resistant,Police Cell,Indoors,Opposite effect of that intended,0,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,2,Assaultive,"Outdoor public area
Street/Highway/Motorway",Outdoors,Delayed but sufficient,Assaultive,Police Cell,Indoors,Immediate but not sufficient,,,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,0,,,,,,,,,1k ? drunk custody/detox centre incident,0,,,,,,,,,,,,,,,,,,,,,No,No,Yes,Yes,No,Yes
160817/03354,Completed,8,2016,10:00,Waitemata,Nil,Yes,17,Male,Maori,No Weapon,"Communication
Empty Hand
Handcuffs-Restraints
",1,Assaultive,"Outdoor public area
Street/Highway/Motorway","Outdoors
Spacious area",Nil,1,Active Resistant,without pain compliance,"Outdoor public area
Street/Highway/Motorway","Outdoors
Spacious area",Immediate and sufficient,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,1,Assaultive,"Outdoor public area
Street/Highway/Motorway","Outdoors
Spacious area",Immediate but not sufficient,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,0,,,,,,,,,4x - execute search warrant,0,,,,,,,,,,,,,,,,,,,,,No,No,Yes,Yes,Yes,No
160817/03355,Completed,8,2016,14:40,Wellington,Nil,Yes,34,Female,Maori,No Weapon,"Communication
Handcuffs-Restraints
Handcuffs-Restraints
",1,Active Resistant,"Police Car
Other",Confined area,Nil,2,Active Resistant,without pain compliance,Other,Indoors,Immediate and sufficient,Assaultive,without pain compliance,Police Car,Confined area,Immediate and sufficient,,,,,,0,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,0,,,,,,,,,1x - attempt suicide,1,Handcuffs-Restraints,Chest,Breathing difficulties,Nil,Nil,,,,,,,,,,,,,,,,No,No,Yes,Yes,N/A,No
160817/03356,Completed,8,2016,19:15,Counties/Manukau,Nil,Yes,38,Male,European,No Weapon,"Communication
Handcuffs-Restraints
",1,Assaultive,Police Cell,Indoors,Immediate and sufficient,1,Assaultive,without pain compliance,Police Cell,Indoors,Immediate and sufficient,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,0,,,,,,,,,1m ? mental incident,0,,,,,,,,,,,,,,,,,,,,,No,No,Yes,N/A,N/A,N/A
160817/03357,Completed,8,2016,16:25,Auckland City,Dog Section,Yes,32,Male,Pacific Island,No Weapon but Believed,"Communication
Firearm
",1,GBH,Street/Highway/Motorway,Outdoors,Immediate and sufficient,0,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,1,GBH,Other - Shotgun,Presentation only,,-,Street/Highway/Motorway,Outdoors,Yes,Immediate and sufficient,,,,,,,,,,0,,,,,,,,,3t - turnover,0,,,,,,,,,,,,,,,,,,,,,Yes,No,Yes,Yes,Yes,No
160817/03358,Completed,8,2016,16:21,Waikato,Nil,Yes,31,Male,European,No Weapon,"Empty Hand
",0,,,,,0,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,1,Active Resistant,"Police Interview room
Police Public Counter",Indoors,Immediate and sufficient,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,0,,,,,,,,,4q - enquiry/investigation,0,,,,,,,,,,,,,,,,Yes,RHand-front,Self,Subject,Wrestle/Headlock Police,No,No,Yes,Yes,Yes,No
160817/03359,Completed,8,2016,16:54,Bay of Plenty,Nil,Yes,26,Male,Maori,No Weapon,"OC Spray
",0,,,,,0,,,,,,,,,,,,,,,,1,Active Resistant,1,"Forehead, LEyeBrow, REyeBrow, LEye, REye",Street/Highway/Motorway,Outdoors,Good visibility,Delayed but sufficient,,,,,,,,,,,,,,,0,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,0,,,,,,,,,1d ? domestic dispute incident,0,,,,,,,,,,,,,,,,,,,,,No,No,Yes,Yes,Yes,N/A
160817/03360,Completed,8,2016,20:05,Tasman,Nil,Yes,48,Male,European,No Weapon but Believed,"Communication
Taser
",1,Passive Resistant,Street/Highway/Motorway,Outdoors,Delayed and not sufficient,0,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,1,Active Resistant,X26 with camera,Discharge,1,0,1,"LowerBack, LowerBack",5,Street/Highway/Motorway,Outdoors,"Good visibility
Dry ground
Calm
Static obstacles
Moving obstacles",No,Immediate and sufficient,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,0,,,,,,,,,2w - arrest warrant (other),1,Taser,"Face
RArm-back",Head injury,Medical,Medical,,,,,,,,,,,,,,,,No,No,Yes,Yes,Yes,No
160817/03361,Completed,8,2016,18:56,Central,Nil,Yes,25,Male,Maori,No Weapon,"Communication
Handcuffs-Restraints
Empty Hand
Empty Hand
Baton
",1,Passive Resistant,Street/Highway/Motorway,"Outdoors
Spacious area",Nil,1,Active Resistant,without pain compliance,Street/Highway/Motorway,"Outdoors
Spacious area",Immediate but not sufficient,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,2,Active Resistant,Street/Highway/Motorway,"Outdoors
Spacious area",Immediate but not sufficient,Active Resistant,Street/Highway/Motorway,"Outdoors
Spacious area",Immediate and sufficient,,,,,1,Active Resistant,expandable,Presence of the baton,Presented Only,Street/Highway/Motorway,"Outdoors
Spacious area",Immediate and sufficient,,,,,,,,0,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,0,,,,,,,,,1m ? mental incident,0,,,,,,,,,,,,,,,,,,,,,No,No,Yes,Yes,N/A,No
160818/03362,Completed,8,2016,21:58,Counties/Manukau,Nil,Yes,47,Male,Maori,No Weapon,"Communication
Handcuffs-Restraints
",1,Passive Resistant,Police Cell,Indoors,Nil,1,Active Resistant,without pain compliance,Police Cell,Indoors,Immediate and sufficient,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,0,,,,,,,,,1m ? mental incident,0,,,,,,,,,,,,,,,,,,,,,No,No,Yes,N/A,N/A,N/A
160818/03363,Completed,8,2016,21:00,Tasman,Nil,Yes,40,Male,European,No Weapon,"Communication
Taser
",1,Active Resistant,Gang Premises,Outdoors,Nil,0,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,1,Assaultive,X2,Laser Painting,-,-,-,-,-,Gang Premises,Outdoors,"Good visibility
Calm",No,Immediate and sufficient,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,0,,,,,,,,,6d - bail breach,0,,,,,,,,,,,,,,,,,,,,,No,No,Yes,Yes,Yes,No
160818/03364,Completed,8,2016,19:49,Wellington,Dog Section,Yes,42,Female,European,Had Weapon but Not Used,"Communication
Empty Hand
Handcuffs-Restraints
Empty Hand
",1,Active Resistant,"Outdoor public area
Street/Highway/Motorway","Outdoors
Spacious area",Nil,1,Active Resistant,without pain compliance,"Outdoor public area
Street/Highway/Motorway","Outdoors
Spacious area",Immediate and sufficient,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,2,Active Resistant,"Outdoor public area
Street/Highway/Motorway","Outdoors
Spacious area",Immediate but not sufficient,Assaultive,"Outdoor public area
Street/Highway/Motorway","Outdoors
Spacious area",Immediate and sufficient,,,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,0,,,,,,,,,1x - attempt suicide,0,,,,,,,,,,,,,,,,,,,,,No,No,Yes,Yes,Yes,No
160818/03365,Completed,8,2016,3:35,Auckland City,Criminal Investigation Branch (CIB),Yes,22,Male,European,No Weapon,"Other
",0,,,,,0,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,1,Active Resistant,Street/Highway/Motorway,Outdoors,Delayed and not sufficient,,,,,1r - breach of peace,0,,,,,,,,,,,,,,,,,,,,,No,No,Yes,N/A,N/A,N/A
160818/03366,Completed,8,2016,0:26,Central,Dog Section,No,20,Male,European,No Weapon but Believed,"Communication
Dog
",1,Assaultive,Outdoor public area,Outdoors,Nil,0,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,0,,,,,,,,,,,,,,,1,Assaultive,Yes,Outdoor public area,Outdoors,Immediate and sufficient,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,0,,,,,,,,,1c ? car/person acting suspiciously,1,Dog,Abdomen,Bite (animal),Nil,Hospital,,,,,,,,,,,,,,,,No,No,Yes,No,N/A,N/A
160818/03367,Completed,8,2016,4:01,Canterbury,Nil,Yes,13,Male,Maori,No Weapon but Believed,"Communication
Dog
",1,Active Resistant,Street/Highway/Motorway,Outdoors,Nil,0,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,0,,,,,,,,,,,,,,,1,Active Resistant,Yes,Street/Highway/Motorway,Outdoors,Immediate and sufficient,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,0,,,,,,,,,1c ? car/person acting suspiciously,0,,,,,,,,,,,,,,,,,,,,,No,No,Yes,N/A,N/A,N/A
160818/03368,Completed,8,2016,2:27,Counties/Manukau,Nil,Yes,26,Male,Maori,No Weapon,"Communication
Taser
",1,Assaultive,"Outdoor public area
Residence",Outdoors,Nil,0,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,1,Active Resistant,X2,Discharge,0,0,1,"LHand-front, Abdomen",6,"Outdoor public area
Residence",Outdoors,"Poor visibility
Dry ground
Calm
Moving obstacles
Potential cross-fire/contamination",No,Delayed but sufficient,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,0,,,,,,,,,1d ? domestic dispute incident,0,,,,,,,,,,,,,,,,,,,,,No,No,Yes,Yes,N/A,N/A
160818/03369,Completed,8,2016,10:00,Waitemata,Team Policing/Tactical Policing Unit (TP),Yes,20,Female,Maori,No Weapon,"Communication
Empty Hand
",1,Assaultive,Residence,"Outdoors
Confined area
Elevated position",Immediate but not sufficient,0,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,1,Assaultive,Residence,Outdoors,Immediate but not sufficient,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,0,,,,,,,,,2m - missing person incident,0,,,,,,,,,,,,,,,,,,,,,No,No,Yes,Yes,Yes,N/A
160818/03369,Completed,8,2016,10:00,Waitemata,Team Policing/Tactical Policing Unit (TP),Yes,15,Male,Maori,No Weapon,"Communication
Empty Hand
Handcuffs-Restraints
",1,Active Resistant,Street/Highway/Motorway,"Outdoors
Spacious area",Nil,1,Active Resistant,without pain compliance,Street/Highway/Motorway,"Outdoors
Spacious area",Immediate and sufficient,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,1,Active Resistant,Street/Highway/Motorway,"Outdoors
Spacious area",Immediate but not sufficient,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,0,,,,,,,,,2m - missing person incident,2,Empty Hand,"RLeg-front
LLeg-front
LArm-back
RArm-back",Scrape/abrasion(not cut/laceration),Nil,Nil,Handcuffs-Restraints,"LShldr-front
Chest",Sprain/Strain,Nil,Nil,,,,,,,,,,,No,No,Yes,Yes,Yes,N/A
160818/03371,Completed,8,2016,7:24,Auckland City,Dog Section,Yes,18,Male,Maori,No Weapon,"Communication
Empty Hand
Dog
",1,Active Resistant,Residence,Outdoors,Nil,0,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,1,Assaultive,Residence,Outdoors,Delayed and not sufficient,,,,,,,,,0,,,,,,,,,,,,,,,1,Active Resistant,Yes,Residence,Outdoors,Delayed but sufficient,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,0,,,,,,,,,1c ? car/person acting suspiciously,0,,,,,,,,,,,,,,,,,,,,,No,No,Yes,Yes,Yes,No
160818/03372,Completed,8,2016,12:54,Wellington,Nil,Yes,22,Female,European,Had Weapon and Used,"Communication
Taser
",1,Passive Resistant,Other,Confined area,Nil,0,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,1,Passive Resistant,X2,Discharge,1,0,1,Chest,5,Other,"Indoors
Confined area","Good visibility
Static obstacles",No,Immediate and sufficient,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,0,,,,,,,,,1x - attempt suicide,0,,,,,,,,,,,,,,,,,,,,,No,Yes,Yes,Yes,Yes,No
160818/03373,Completed,8,2016,1:15,Bay of Plenty,Nil,Yes,44,Male,Maori,No Weapon,"Communication
Empty Hand
",1,Assaultive,Police Receiving Area,"Indoors
Confined area",Nil,0,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,1,Assaultive,Police Receiving Area,"Indoors
Confined area",Delayed but sufficient,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,0,,,,,,,,,6d - bail breach,0,,,,,,,,,,,,,,,,Yes,"RHand-front
Face",Nil,Subject,Punch/Strike Police,No,No,Yes,Yes,N/A,No
160819/03377,Completed,8,2016,8:30,Central,Criminal Investigation Branch (CIB),Yes,25,Male,European,No Weapon,"Empty Hand
",0,,,,,0,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,1,Assaultive,Outdoor public area,Outdoors,Immediate and sufficient,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,0,,,,,,,,,4x - execute search warrant,0,,,,,,,,,,,,,,,,,,,,,No,No,Yes,Yes,Yes,No
160819/03378,Completed,8,2016,13:52,Counties/Manukau,Nil,Yes,18,Male,Maori,No Weapon,"Communication
Empty Hand
Handcuffs-Restraints
Other
",1,Assaultive,Outdoor public area,"Outdoors
Confined area",Nil,1,Assaultive,without pain compliance,Outdoor public area,"Outdoors
Confined area",Immediate and sufficient,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,1,Assaultive,Outdoor public area,"Outdoors
Confined area",Immediate and sufficient,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,1,Assaultive,Police Car,Confined area,Immediate and sufficient,,,,,1k ? drunk custody/detox centre incident,0,,,,,,,,,,,,,,,,,,,,,No,No,Yes,Yes,Yes,No
160819/03379,Completed,8,2016,16:26,Tasman,"Highway Patrol, Strategic Traffic Unit (STU)",Yes,35,Male,European,No Weapon,"Communication
Empty Hand
",1,Assaultive,"Police Car
Street/Highway/Motorway","Outdoors
Spacious area",Nil,0,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,1,Assaultive,"Police Car
Street/Highway/Motorway","Outdoors
Spacious area",Immediate and sufficient,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,0,,,,,,,,,1k ? drunk custody/detox centre incident,0,,,,,,,,,,,,,,,,,,,,,No,Yes,Yes,Yes,Yes,No
160819/03380,Completed,8,2016,22:43,Northland,Nil,Yes,19,Male,Maori,No Weapon,"Communication
OC Spray
Handcuffs-Restraints
",1,Active Resistant,Outdoor public area,Outdoors,Opposite effect of that intended,1,Active Resistant,without pain compliance,Outdoor public area,"Outdoors
Spacious area",Immediate and sufficient,,,,,,,,,,,1,Active Resistant,4,"Forehead, LEyeBrow, REyeBrow, LEye, REye",Outdoor public area,"Outdoors
Spacious area","Good visibility
Dry ground
Calm
Static obstacles",Delayed but sufficient,,,,,,,,,,,,,,,0,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,0,,,,,,,,,3t - turnover,0,,,,,,,,,,,,,,,,,,,,,No,No,Yes,Yes,Yes,No
160819/03382,Completed,8,2016,12:00,Tasman,Nil,Yes,32,Male,Pacific Island,No Weapon,"Firearm
Communication
",1,Active Resistant,Other,"Outdoors
Spacious area",Immediate and sufficient,0,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,1,Active Resistant,Glock 17 Handgun,Presentation only,,-,Other,Spacious area,Yes,Immediate and sufficient,,,,,,,,,,0,,,,,,,,,4u - arrest and follow up,0,,,,,,,,,,,,,,,,,,,,,Yes,No,Yes,Yes,Yes,N/A
160819/03385,Completed,8,2016,16:30,Wellington,Dog Section,Yes,14,Female,European,No Weapon but Believed,"Empty Hand
",0,,,,,0,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,1,Assaultive,Police Cell,"Indoors
Confined area",Delayed and not sufficient,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,0,,,,,,,,,4u - arrest and follow up,0,,,,,,,,,,,,,,,,,,,,,No,No,Yes,No,Yes,No
160820/03386,Completed,8,2016,0:21,Bay of Plenty,Nil,Yes,54,Male,European,No Weapon,"Empty Hand
",0,,,,,0,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,1,Assaultive,Residence,Indoors,Immediate and sufficient,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,0,,,,,,,,,1k ? drunk custody/detox centre incident,1,Other - not tactic,Face,Minor cut/laceration(s),Medical,Medical,,,,,,,,,,,,,,,,No,No,Yes,Yes,Yes,N/A
160820/03387,Completed,8,2016,23:46,Wellington,Nil,Yes,32,Male,Maori,Had Weapon and Used,"Communication
Taser
Empty Hand
Handcuffs-Restraints
",1,GBH,Residence,Outdoors,Nil,1,Active Resistant,without pain compliance,Residence,Outdoors,Immediate and sufficient,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,1,Assaultive,Residence,Outdoors,Delayed but sufficient,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,1,GBH,X2,Laser Painting,-,-,-,-,-,Residence,Outdoors,"Good visibility
Dry ground
Calm",No,Immediate and sufficient,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,0,,,,,,,,,1c ? car/person acting suspiciously,0,,,,,,,,,,,,,,,,Yes,RHand-front,Medical,Subject,Bite Police,No,No,Yes,Yes,N/A,No
160820/03388,Completed,8,2016,21:59,Wellington,Nil,Yes,30,Male,Maori,No Weapon,"Communication
OC Spray
Empty Hand
",1,Assaultive,Residence,Outdoors,Nil,0,,,,,,,,,,,,,,,,1,Assaultive,2,"Forehead, Nose",Residence,Outdoors,Calm,Delayed but sufficient,,,,,,,,,,,,,,,1,Active Resistant,Residence,Outdoors,Delayed but sufficient,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,0,,,,,,,,,1d ? domestic dispute incident,1,Empty Hand,LLeg-front,Sprain/Strain,Nil,Nil,,,,,,,,,,,,,,,,No,Yes,Yes,Yes,Yes,No
160820/03389,Completed,8,2016,23:46,Wellington,Nil,Yes,32,Male,Maori,Had Weapon and Used,"Communication
Empty Hand
OC Spray
Handcuffs-Restraints
Empty Hand
",1,GBH,Residence,Outdoors,Nil,1,Assaultive,with pain compliance,Residence,Outdoors,Immediate but not sufficient,,,,,,,,,,,1,Assaultive,2,"Forehead, LEyeBrow, REyeBrow, LEye, REye",Residence,Outdoors,"Good visibility
Dry ground
Calm
Static obstacles",Delayed but sufficient,,,,,,,,,,,,,,,2,Assaultive,Residence,Outdoors,Delayed but sufficient,Assaultive,Outdoor public area,"Outdoors
Spacious area",Immediate and sufficient,,,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,0,,,,,,,,,1u ? traffic incident,0,,,,,,,,,,,,,,,,Yes,LHand-back,Medical,Subject,Bite Police,No,No,Yes,N/A,Yes,No
160820/03390,Completed,8,2016,21:08,Bay of Plenty,Nil,Yes,13,Male,Maori,No Weapon,"Communication
Empty Hand
",1,Passive Resistant,"Outdoor public area
Street/Highway/Motorway",Outdoors,Nil,0,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,1,Active Resistant,Police Car,Confined area,Delayed but sufficient,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,0,,,,,,,,,1k ? drunk custody/detox centre incident,0,,,,,,,,,,,,,,,,Yes,RHand-front,Nil,Subject,Kick Police,No,No,Yes,N/A,N/A,N/A
160820/03391,Completed,8,2016,17:30,Wellington,Nil,Yes,19,Male,European,No Weapon,"Firearm
Empty Hand
",0,,,,,0,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,1,Passive Resistant,Residence,Outdoors,Immediate and sufficient,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,1,Passive Resistant,Glock 17 Handgun,Presentation only,,-,Residence,Outdoors,Yes,Delayed but sufficient,,,,,,,,,,0,,,,,,,,,1r - breach of peace,0,,,,,,,,,,,,,,,,Yes,Face,Self,Subject,Spit blood/Saliva at Police,No,No,Yes,No,N/A,No
