ID Number,Status,Month,Year,Incident Time,District,Special Police groups,Subject Known,Subject Age,Subject Gender,Subject Ethnicity,RF: History of carrying weapons,RF: History of Violence Against Police,RF: History of Violence Against non-police,RF: Alcohol,RF: Drugs,RF: Mental health,RF: Distressed (not mental health),RF: Suicidal,RF: Excited Delerium,RF: Medical,RF: Other,Subject Armed,Subject Weapon - RECODE,Tactics Used,Communication: Usage Count,Communication: PCA,Communication: Tactic Location Type,Communication: Tactic Location Description,Communication: Tactic Effect,HC-Restraints: Usage Count,HC-Restraints 1: PCA,HC-Restraints 1: Technique,HC-Restraints 1: Tactic Location Type,HC-Restraints 1: Tactic Location Description,HC-Restraints 1: Tactic Effect,HC-Restraints 2: PCA,HC-Restraints 2: Technique,HC-Restraints 2: Tactic Location Type,HC-Restraints 2: Tactic Location Description,HC-Restraints 2: Tactic Effect,HC-Restraints 3: PCA,HC-Restraints 3: Technique,HC-Restraints 3: Tactic Location Type,HC-Restraints 3: Tactic Location Description,HC-Restraints 3: Tactic Effect,OC Spray: Usage Count,OC Spray 1: PCA,OC Spray 1: Spray Duration,OC Spray 1: Body Location,OC Spray 1: Tactic Location Type,OC Spray 1: Tactic Location Description,OC Spray 1: Environmental Conditions,OC Spray 1: Tactic Effect,OC Spray 2: PCA,OC Spray 2: Spray Duration,OC Spray 2: Body Location,OC Spray 2: Tactic Location Type,OC Spray 2: Tactic Location Description,OC Spray 2: Environmental Conditions,OC Spray 2: Tactic Effect,OC Spray 3: PCA,OC Spray 3: Spray Duration,OC Spray 3: Body Location,OC Spray 3: Tactic Location Type,OC Spray 3: Tactic Location Description,OC Spray 3: Environmental Conditions,OC Spray 3: Tactic Effect,Empty Hand: Usage Count,Empty Hand 1: PCA,Empty Hand 1: Tactic Location Type,Empty Hand 1: Tactic Location Description,Empty Hand 1: Tactic Effect,Empty Hand 2: PCA,Empty Hand 2: Tactic Location Type,Empty Hand 2: Tactic Location Description,Empty Hand 2: Tactic Effect,Empty Hand 3: PCA,Empty Hand 3: Technique,Empty Hand 3: Tactic Location Type,Empty Hand 3: Tactic Location Description,Empty Hand 3: Tactic Effect,Baton: Usage Count,Baton 1: PCA,Baton 1: Type,Baton 1: Method,Baton 1: Strikes,Baton 1: Tactic Location Type,Baton 1: Tactic Location Description,Baton 1: Tactic Effect,Baton 2: PCA,Baton 2: Type,Baton 2: Method,Baton 2: Strikes,Baton 2: Tactic Location Type,Baton 2: Tactic Location Description,Baton 2: Tactic Effect,Dog: Usage Count,Dog 1: PCA,Dog 1: Subject Bitten,Dog 1: Tactic Location Type,Dog 1: Tactic Location Description,Dog 1: Tactic Effect,Dog 2: PCA,Dog 2: Subject Bitten,Dog 2: Tactic Location Type,Dog 2: Tactic Location Description,Dog 2: Tactic Effect,Taser: Usage Count,Taser 1: PCA,Taser 1: Type,Taser 1: Reason No Warning - REDACTED,Taser 1: Deployment Method,Taser 1: Number of discharges with probes,Taser 1: Number of contact stuns,Taser 1: Num of 5 second cycles,Taser 1: Body Location,Taser 1: Activation Duration,Taser 1: Tactic Location Type,Taser 1: Tactic Location Description,Taser 1: Environmental Conditions,Taser 1: Subject Restrained?,Taser 1: Tactic Effect,Taser 2: PCA,Taser 2: Type,Taser 2: Reason No Warning,Taser 2: Deployment Method,Taser 2: Number of discharges with probes,Taser 2: Number of contact stuns,Taser 2: Num of 5 second cycles,Taser 2: Body Location,Taser 2: Activation Duration,Taser 2: Tactic Location Type,Taser 2: Tactic Location Description,Taser 2: Environmental Conditions,Taser 2: Subject Restrained?,Taser 2: Tactic Effect,Taser 3: PCA,Taser 3: Type,Taser 3: Reason No Warning,Taser 3: Deployment Method,Taser 3: Number of discharges with probes,Taser 3: Number of contact stuns,Taser 3: Num of 5 second cycles,Taser 3: Body Location,Taser 3: Activation Duration,Taser 3: Tactic Location Type,Taser 3: Tactic Location Description,Taser 3: Environmental Conditions,Taser 3: Subject Restrained?,Taser 3: Tactic Effect,Carotid Hold: Usage Count,Carotid Hold 1: Subject Behaviour,Carotid Hold 1: PCA,Carotid Hold 1: Effect of Hold,Carotid Hold 1: Tactic Location Type,Carotid Hold 1: Tactic Location Description,Carotid Hold 1: Tactic Effect,Carotid Hold 2: Subject Behaviour,Carotid Hold 2: PCA,Carotid Hold 2: Effect of Hold,Carotid Hold 2: Tactic Location Type,Carotid Hold 2: Tactic Location Description,Carotid Hold 2: Tactic Effect,Firearm: Usage Count,Firearm 1: PCA,Firearm 1: Firearm Type - RECODED,Firearm 1: Deployment Method,Firearm 1: Num Shots Fired,Firearm 1: Body Location,Firearm 1: Tactic Location Type,Firearm 1: Tactic Location Description,Firearm 1: Capable of Threat,Firearm 1: Tactic Effect,Firearm 2: PCA,Firearm 2: Firearm Type,Firearm 2: Deployment Method,Firearm 2: Num Shots Fired,Firearm 2: Body Location,Firearm 2: Tactic Location Type,Firearm 2: Tactic Location Description,Firearm 2: Capable of Threat,Firearm 2: Tactic Effect,Other: Usage Count,Other 1: Tactic - REDACTED,Other 1: PCA,Other 1: Tactic Location Type,Other 1: Tactic Location Description,Other 1: Tactic Effect,Other 2: Tactic,Other 2: PCA,Other 2: Tactic Location Type,Other 2: Tactic Location Description,Other 2: Tactic Effect,Incident Type,Most Effective Tactic - RECODED,Total Subject Injuries,Subject Injury 1: Cause,Subject Injury 1: Site,Subject Injury 1: Type,Subject Injury 1: Treatment Required,Subject Injury 1: Treatment Received,Subject Injury 2: Cause,Subject Injury 2: Site,Subject Injury 2: Type,Subject Injury 2: Treatment Required,Subject Injury 2: Treatment Received,Subject Injury 3: Cause,Subject Injury 3: Site,Subject Injury 3: Type,Subject Injury 3: Treatment Required,Subject Injury 3: Treatment Received,Staff Injury,Staff Injury: Area(s),Staff Injury: Outcome,Staff Injury: Cause,Staff Injury By Subject: Behaviour,Hard armour plates (HAP): Used,Reflectorised jacket: Used,SRBA: Used,SRBA: Felt Safer,SRBA: Worked,SRBA: Negative
1557,Completed,10,2017,13:30,Counties/Manukau,Nil,Yes,23,Male,Maori,N,N,N,N,N,Y,N,N,N,N,Y,No Weapon,,"Communication
Handcuffs-Restraints
",1,Active Resistant,Street/Highway/Motorway,Outdoors,Nil,1,Active Resistant,with pain compliance,Street/Highway/Motorway,Outdoors,Immediate and sufficient,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,1r - breach of peace,Handcuffs-Restraints,0,,,,,,,,,,,,,,,,,,,,,No,No,Yes,Yes,N/A,No
1558,Completed,7,2017,0:43,Waitemata,Nil,Yes,19,Male,Maori,N,N,N,Y,Y,N,N,N,N,N,Y,No Weapon,,"Communication
Empty Hand
Handcuffs-Restraints
",1,Active Resistant,Residence,Confined area,Nil,1,Active Resistant,without pain compliance,Residence,"Outdoors
Spacious area",Delayed but sufficient,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,1,Assaultive,Residence,Outdoors,Immediate but not sufficient,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,1d ? domestic dispute incident,Handcuffs-Restraints,0,,,,,,,,,,,,,,,,Yes,RHand-back,Nil,Subject,Wrestle/Headlock Police,No,No,Yes,Yes,Yes,N/A
1559,Completed,8,2017,4:23,Auckland City,Team Policing/Tactical Policing Unit (TP),Yes,22,Male,Pacific Island,N,N,N,Y,N,N,N,N,N,N,Y,No Weapon,,"Communication
Empty Hand
Handcuffs-Restraints
",1,Assaultive,Outdoor public area,"Outdoors
Spacious area",Nil,1,Active Resistant,without pain compliance,Outdoor public area,"Outdoors
Spacious area",Immediate and sufficient,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,1,Assaultive,Outdoor public area,"Outdoors
Spacious area",Immediate and sufficient,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,1z ? other incident,Handcuffs-Restraints,0,,,,,,,,,,,,,,,,,,,,,No,No,Yes,Yes,Yes,Yes
1560,Completed,12,2017,0:15,Southern,Nil,No,17,Male,European,N,N,N,Y,N,N,N,N,N,N,Y,No Weapon,,"Communication
Empty Hand
Handcuffs-Restraints
",1,Assaultive,Street/Highway/Motorway,Outdoors,Opposite effect of that intended,1,Assaultive,without pain compliance,Residence,"Outdoors
Elevated position",Delayed but sufficient,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,1,Assaultive,Residence,"Outdoors
Elevated position",Immediate but not sufficient,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,1d ? domestic dispute incident,Handcuffs-Restraints,0,,,,,,,,,,,,,,,,,,,,,No,No,Yes,N/A,N/A,N/A
1561,Completed,9,2017,23:53,Northland,Nil,Yes,41,Female,European,N,N,N,Y,N,N,N,N,N,N,Y,No Weapon,,"Communication
Handcuffs-Restraints
Empty Hand
",1,Active Resistant,Street/Highway/Motorway,Outdoors,Nil,1,Active Resistant,without pain compliance,Street/Highway/Motorway,Outdoors,Immediate and sufficient,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,1,Active Resistant,Police Car,"Indoors
Confined area",Immediate and sufficient,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,1k ? drunk custody/detox centre incident,Handcuffs-Restraints,1,Empty Hand,Face,Swelling/Bruising,Hospital,Hospital,,,,,,,,,,,,,,,,No,No,Yes,N/A,Yes,N/A
1562,Completed,12,2017,6:06,Eastern,Nil,Yes,38,Male,Maori,N,Y,Y,N,N,N,N,N,N,N,Y,No Weapon,,"Communication
OC Spray
Handcuffs-Restraints
",1,Assaultive,Residence,"Indoors
Confined area",Nil,1,Active Resistant,with pain compliance,Residence,"Indoors
Confined area",Immediate and sufficient,,,,,,,,,,,1,Active Resistant,2,"LEyeBrow, REyeBrow, LEye, REye, LCheek, RCheek, Nose",Residence,"Indoors
Confined area","Good visibility
Dry ground
Calm",Delayed and not sufficient,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,1d ? domestic dispute incident,Handcuffs-Restraints,1,Other - not tactic,"LFoot-back
RFoot-back",Scrape/abrasion(not cut/laceration),Nil,Nil,,,,,,,,,,,,,,,,No,No,Yes,Yes,Yes,No
1563,Completed,11,2017,16:30,Bay of Plenty,Nil,Yes,28,Male,Maori,N,N,Y,N,N,N,N,N,N,N,Y,No Weapon,,"Communication
Empty Hand
Handcuffs-Restraints
Empty Hand
",1,Passive Resistant,Police Cell,Indoors,Nil,1,Assaultive,with pain compliance,Police Cell,Indoors,Immediate but not sufficient,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,2,Assaultive,Police Cell,Indoors,Immediate but not sufficient,Assaultive,Police Cell,Indoors,Immediate but not sufficient,,,,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,4j - court security services (prison escort),Handcuffs-Restraints,1,Empty Hand,Face,Minor cut/laceration(s),Medical,Medical,,,,,,,,,,,,,,,,No,No,Yes,N/A,Yes,No
1564,Completed,11,2017,16:30,Bay of Plenty,Nil,Yes,28,Male,Maori,N,N,Y,N,N,N,N,N,N,N,Y,No Weapon,,"Communication
Empty Hand
Handcuffs-Restraints
Empty Hand
",1,Passive Resistant,Police Cell,Indoors,Nil,1,Assaultive,with pain compliance,Police Cell,Indoors,Immediate but not sufficient,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,2,Assaultive,Police Cell,Indoors,Immediate but not sufficient,Assaultive,Police Cell,Indoors,Immediate but not sufficient,,,,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,4j - court security services (prison escort),Handcuffs-Restraints,0,,,,,,,,,,,,,,,,,,,,,No,No,Yes,Yes,Yes,No
1565,Completed,7,2017,12:41,Waitemata,Nil,Yes,16,Male,Maori,N,N,Y,N,N,N,N,N,N,N,Y,No Weapon,,"Communication
Empty Hand
Handcuffs-Restraints
",1,Active Resistant,"Police Cell
Other","Indoors
Confined area",Nil,1,Active Resistant,without pain compliance,Police Cell,Confined area,Delayed but sufficient,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,1,Assaultive,Police Cell,Confined area,Immediate and sufficient,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,1j ? juvenile incident,Handcuffs-Restraints,0,,,,,,,,,,,,,,,,Yes,RHand-front,Nil,Subject,Wrestle/Headlock Police,No,No,Yes,Yes,Yes,No
1566,Completed,11,2017,22:03,Bay of Plenty,Nil,Yes,15,Male,Maori,N,N,Y,N,N,N,N,N,N,N,Y,No Weapon,,"Communication
OC Spray
Handcuffs-Restraints
",1,Assaultive,Outdoor public area,"Outdoors
Spacious area",Nil,1,Active Resistant,without pain compliance,Street/Highway/Motorway,Outdoors,Immediate and sufficient,,,,,,,,,,,1,Assaultive,2,"Hair, LEar, LCheek","Outdoor public area
Street/Highway/Motorway","Outdoors
Spacious area","Good visibility
Dry ground
Calm",Nil,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,1r - breach of peace,Handcuffs-Restraints,0,,,,,,,,,,,,,,,,,,,,,No,No,Yes,Yes,Yes,N/A
1567,Completed,12,2017,15:30,Waikato,Nil,Yes,14,Male,Maori,N,N,N,N,N,N,N,N,N,N,Y,No Weapon,,"Communication
Handcuffs-Restraints
Empty Hand
",1,Passive Resistant,Outdoor public area,Outdoors,Nil,1,Active Resistant,without pain compliance,Outdoor public area,Outdoors,Delayed but sufficient,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,1,Passive Resistant,Outdoor public area,Outdoors,Delayed but sufficient,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,4q - enquiry/investigation,Handcuffs-Restraints,0,,,,,,,,,,,,,,,,,,,,,No,No,Yes,Yes,Yes,No
1568,Completed,7,2017,12:35,Bay of Plenty,Nil,Yes,34,Male,European,N,N,N,N,N,N,N,N,N,N,Y,No Weapon,,"Communication
Handcuffs-Restraints
Empty Hand
",1,Passive Resistant,Commercial Property,"Outdoors
Spacious area",Delayed but sufficient,1,Active Resistant,without pain compliance,Commercial Property,"Outdoors
Spacious area",Delayed but sufficient,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,1,Assaultive,"Commercial Property
Outdoor public area","Outdoors
Spacious area",Delayed but sufficient,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,4u - arrest and follow up,Handcuffs-Restraints,1,Handcuffs-Restraints,"RHand-front
LHand-front
LHand-back
RHand-back",Swelling/Bruising,Nil,Nil,,,,,,,,,,,,,,,,No,No,Yes,Yes,Yes,No
1569,Completed,11,2017,0:09,Counties/Manukau,Nil,Yes,25,Male,European,N,N,N,N,N,N,N,N,N,N,Y,No Weapon but Believed,,"Communication
Handcuffs-Restraints
Empty Hand
",1,Active Resistant,Street/Highway/Motorway,Outdoors,Nil,1,Active Resistant,without pain compliance,Outdoor public area,Outdoors,Immediate and sufficient,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,1,Active Resistant,Street/Highway/Motorway,Outdoors,Immediate and sufficient,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,1c ? car/person acting suspiciously,Handcuffs-Restraints,1,Empty Hand,Face,Minor cut/laceration(s),At Scene,At Scene,,,,,,,,,,,,,,,,No,No,No,,,
1570,Completed,8,2017,23:51,Wellington,Nil,Yes,22,Male,Native African (or cultural group of African origin),N,N,N,N,N,N,N,N,N,N,Y,No Weapon,,"OC Spray
Handcuffs-Restraints
",0,,,,,1,Cooperative,without pain compliance,Outdoor public area,Outdoors,Immediate and sufficient,,,,,,,,,,,1,Active Resistant,4,"Hair, Forehead, LEyeBrow, REyeBrow, LEye, REye, LEar, REar, LCheek, RCheek, Nose, Lips, Chin",Non-Police Vehicle,Outdoors,"Good visibility
Dry ground
Static obstacles",Nil,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,1c ? car/person acting suspiciously,Handcuffs-Restraints,0,,,,,,,,,,,,,,,,,,,,,No,Yes,Yes,Yes,Yes,No
1571,Completed,10,2017,1:20,Counties/Manukau,Dog Section,Yes,15,Female,European,N,N,N,N,N,N,N,N,N,N,Y,No Weapon,,"Empty Hand
Handcuffs-Restraints
",0,,,,,1,Active Resistant,without pain compliance,Street/Highway/Motorway,Outdoors,Immediate and sufficient,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,1,Active Resistant,Street/Highway/Motorway,Outdoors,Immediate but not sufficient,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,1u ? traffic incident,Handcuffs-Restraints,0,,,,,,,,,,,,,,,,,,,,,No,No,Yes,Yes,Yes,No
1572,Completed,12,2017,17:19,Canterbury,Nil,Yes,19,Male,European,N,N,N,N,N,N,N,N,N,N,Y,No Weapon,,"Communication
Empty Hand
Empty Hand
Handcuffs-Restraints
",1,Active Resistant,Street/Highway/Motorway,Outdoors,Nil,1,Assaultive,without pain compliance,Street/Highway/Motorway,Outdoors,Delayed but sufficient,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,2,Assaultive,Street/Highway/Motorway,Outdoors,Delayed and not sufficient,Assaultive,Street/Highway/Motorway,Outdoors,Immediate and sufficient,,,,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,1r - breach of peace,Handcuffs-Restraints,0,,,,,,,,,,,,,,,,Yes,LLeg-front,Hospitalised,Subject,Wrestle/Headlock Police,No,No,Yes,Yes,Yes,No
1573,Completed,9,2017,13:04,Northland,Highway Patrol,Yes,18,Male,Maori,N,N,N,N,N,N,N,N,N,N,Y,No Weapon,,"Communication
Empty Hand
Handcuffs-Restraints
",1,Cooperative,Commercial Property,Indoors,Delayed and not sufficient,1,Active Resistant,without pain compliance,Commercial Property,"Indoors
Confined area",Immediate and sufficient,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,1,Active Resistant,Commercial Property,Indoors,Delayed and not sufficient,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,1z ? other incident,Handcuffs-Restraints,0,,,,,,,,,,,,,,,,Yes,LowerBack,Self,Subject,Other,No,No,Yes,N/A,N/A,Yes
1574,Completed,11,2017,18:52,Northland,Nil,Yes,18,Male,Maori,N,N,N,N,N,N,N,N,N,N,Y,No Weapon,,"Handcuffs-Restraints
",0,,,,,1,Passive Resistant,without pain compliance,Street/Highway/Motorway,Outdoors,Immediate and sufficient,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,6d - bail breach,Handcuffs-Restraints,0,,,,,,,,,,,,,,,,,,,,,No,No,Yes,Yes,Yes,N/A
1575,Completed,8,2017,12:15,Bay of Plenty,Team Policing/Tactical Policing Unit (TP),Yes,45,Male,Maori,N,N,N,N,N,N,N,N,N,N,Y,No Weapon,,"Communication
Handcuffs-Restraints
",1,Passive Resistant,Police Cell,Indoors,Delayed and not sufficient,1,Passive Resistant,without pain compliance,Police Cell,Indoors,Immediate and sufficient,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,5n ? DNA sample,Handcuffs-Restraints,0,,,,,,,,,,,,,,,,,,,,,No,No,Yes,Yes,Yes,No
1576,Completed,12,2017,19:44,Wellington,Nil,Yes,11,Male,Maori,N,N,N,N,N,N,N,N,N,N,Y,No Weapon,,"Communication
Empty Hand
Handcuffs-Restraints
",1,Passive Resistant,Outdoor public area,Outdoors,Nil,1,Active Resistant,without pain compliance,Outdoor public area,Outdoors,Immediate and sufficient,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,1,Active Resistant,Outdoor public area,Outdoors,Opposite effect of that intended,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,1r - breach of peace,Handcuffs-Restraints,0,,,,,,,,,,,,,,,,Yes,LHand-front,Nil,Subject,Other,No,No,Yes,Yes,Yes,No
1577,Completed,8,2017,12:48,Northland,"Dog Section, Strategic Traffic Unit (STU)",Yes,16,Male,Maori,N,N,N,N,N,N,N,N,N,N,Y,No Weapon,,"Handcuffs-Restraints
",0,,,,,1,Active Resistant,without pain compliance,Street/Highway/Motorway,Outdoors,Immediate and sufficient,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,1j ? juvenile incident,Handcuffs-Restraints,0,,,,,,,,,,,,,,,,,,,,,No,No,Yes,Yes,Yes,No
1578,Completed,10,2017,19:05,Counties/Manukau,Nil,Yes,27,Male,Maori,N,N,N,N,N,N,N,N,N,N,Y,No Weapon,,"Communication
Handcuffs-Restraints
",1,Active Resistant,Outdoor public area,Spacious area,Nil,1,Active Resistant,with pain compliance,Outdoor public area,Outdoors,Nil,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,2w - arrest warrant (other),Handcuffs-Restraints,1,Handcuffs-Restraints,RHand-front,Minor cut/laceration(s),Nil,Self,,,,,,,,,,,,,,,,No,No,Yes,N/A,N/A,No
1579,Completed,12,2017,22:54,Waikato,Strategic Traffic Unit (STU),Yes,26,Female,Maori,N,N,N,N,N,N,N,N,N,N,Y,No Weapon,,"Communication
Empty Hand
Handcuffs-Restraints
",1,Passive Resistant,Street/Highway/Motorway,Outdoors,Nil,1,Active Resistant,without pain compliance,Street/Highway/Motorway,Outdoors,Immediate and sufficient,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,1,Passive Resistant,Street/Highway/Motorway,Outdoors,Immediate but not sufficient,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,1u ? traffic incident,Handcuffs-Restraints,0,,,,,,,,,,,,,,,,,,,,,No,No,Yes,No,N/A,Yes
1580,Completed,11,2017,11:04,Bay of Plenty,Nil,Yes,35,Male,Maori,N,N,N,N,N,N,N,N,N,N,Y,No Weapon,,"Communication
Empty Hand
Handcuffs-Restraints
",1,Passive Resistant,Other,"Indoors
Confined area",Nil,1,Assaultive,without pain compliance,Other,"Indoors
Confined area",Delayed but sufficient,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,1,Active Resistant,Other,"Indoors
Confined area",Immediate but not sufficient,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,3f - foot patrol,Handcuffs-Restraints,1,Handcuffs-Restraints,LHand-back,Other,Nil,Nil,,,,,,,,,,,Yes,"LArm-front
RHand-front
LHand-back",Nil,Subject,Other,No,No,Yes,Yes,Yes,No
1581,Completed,10,2017,10:55,Canterbury,Nil,Yes,20,Male,Maori,N,N,Y,N,N,Y,N,Y,Y,Y,N,No Weapon,,"Communication
Handcuffs-Restraints
",1,Passive Resistant,Police Cell,Confined area,Delayed and not sufficient,1,Cooperative,without pain compliance,Police Cell,"Indoors
Confined area",Immediate and sufficient,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,1m ? mental incident,Handcuffs-Restraints,0,,,,,,,,,,,,,,,,,,,,,No,No,No,,,
